"Lot","LOG10Nmax","Var_LOG10Nmax_CRR"
502,8.75015430079848,0.338
503,9.02826205221651,0.3372
504,9.16778230934702,0.3416
505,8.74051473843991,0.3369
506,9.06716497444087,0.3352
507,8.93720535948607,0.3356
508,8.77393825170486,0.3379
509,9.16997499400058,0.3255
510,9.15230213036905,0.3384
511,9.00143505034102,0.334
512,8.79194780599548,0.3329
513,9.00043420078833,0.3439
514,9.27151739328542,0.3378
515,8.5457189746987,0.3245
516,8.48806500571269,0.3276
517,9.32699976764982,0.3353
518,9.02724448820783,0.3372
519,9.21860632183076,0.3427
520,9.05518578899487,0.3339
521,9.13447457295552,0.3338
522,9.0198113344928,0.3304
523,9.26744172901419,0.3341
524,8.94825327021199,0.3322
525,9.09972271781977,0.3307
526,9.37288970146049,0.3341
527,9.2230300731538,0.3348
528,8.97547462728224,0.3368
529,8.7209237199609,0.3313
530,9.33583051969531,0.3384
531,9.16284218674286,0.3404
532,8.39474033685187,0.3361
533,8.84260840786709,0.3352
534,9.10305563798211,0.3346
535,9.09497856438758,0.3289
536,9.22888296132559,0.3351
537,8.83864799953096,0.3288
538,8.9018090035499,0.3308
539,9.26325332856954,0.3284
540,9.26850804739298,0.3344
541,9.02317590853032,0.3322
542,9.26011901061853,0.3356
543,8.98859699471077,0.3299
544,9.23999128425377,0.3303
545,8.64327211787369,0.3339
546,8.55487545001828,0.3364
547,9.45732743149256,0.3316
548,8.77925174891507,0.3351
549,7.99961589544544,0.3396
550,9.09843914563725,0.3396
551,9.00422057150447,0.3309
552,8.90459172711842,0.3414
553,8.63165896076085,0.3383
554,9.24192941867078,0.3383
555,8.74371151150583,0.3362
556,8.91810296125245,0.34
557,9.39651836503901,0.3304
558,8.18719637181785,0.3286
559,9.06326153803935,0.3375
560,9.35767017256429,0.3292
561,9.28904951208216,0.3329
562,8.86393363776708,0.3321
563,9.19607544484167,0.3326
564,9.13593847630626,0.3358
565,9.30460827014733,0.3446
566,9.07556936930025,0.3388
567,8.91318329004485,0.338
568,9.02796727408687,0.3272
569,9.04689091528869,0.3386
570,8.72261460117306,0.3364
571,9.09193957732721,0.3344
572,9.20254988453044,0.3343
573,9.20779553169847,0.3368
574,8.98690462658237,0.3357
575,9.16506223049756,0.3377
576,9.17149005233777,0.3383
577,9.20422435888651,0.3325
578,9.04238071665763,0.3331
579,9.04181461127806,0.3367
580,9.24997428865035,0.3333
581,8.99210001961792,0.3394
582,8.94956926759514,0.3259
583,9.24873578463667,0.3346
584,8.61782469604096,0.3331
585,9.29948951514713,0.3394
586,9.12342069468497,0.3388
587,8.64747104198432,0.334
588,8.91947725044461,0.3384
589,8.96339217051036,0.34
590,9.00819331659184,0.3396
591,8.81520952487878,0.3294
592,9.10476116319438,0.3268
593,8.82744559095097,0.3395
594,9.25722273530791,0.335
595,8.86278172441458,0.339
596,8.97233687096877,0.3371
597,8.75149947330057,0.3314
598,9.11811583401269,0.3351
599,9.15807219297284,0.3414
600,9.34412996315078,0.3447
601,9.09619648866943,0.327
602,9.44032368915417,0.333
603,8.98404279245052,0.3315
604,9.01172313869405,0.333
605,8.68809286018883,0.3276
606,8.68200507911299,0.3332
607,8.87945385939238,0.3367
608,9.15157393066747,0.3381
609,9.10327475955377,0.3489
610,8.77065839218342,0.3269
611,9.11489221437375,0.3271
612,9.08335802546979,0.3455
613,8.81803413356201,0.3365
614,8.98292627643685,0.3301
615,8.80044147128355,0.3372
616,9.14015202768292,0.3273
617,9.24637925448135,0.3372
618,9.1884956390806,0.3354
619,9.20942167770317,0.3403
620,9.10078263560924,0.3265
621,9.01059525002861,0.3358
622,8.72760452466436,0.3364
623,8.43570469973096,0.3297
624,8.59381128763041,0.3327
625,8.23119310214387,0.3405
626,9.03259938100614,0.3342
627,9.41575854380916,0.3215
628,9.17793493841206,0.3421
629,9.49825678957309,0.3385
630,9.38634181221125,0.3326
631,8.6829498899763,0.3363
632,9.19582158101777,0.342
633,8.70295555309083,0.343
634,9.28510274386642,0.3305
635,8.20976814310302,0.3203
636,9.16833504755865,0.3365
637,9.05171720119289,0.3315
638,9.39857467243033,0.3474
639,8.35271364797773,0.3302
640,8.7685318884989,0.332
641,9.40717841418219,0.3363
642,8.88651926199173,0.3302
643,8.85315948093407,0.3297
644,9.11119636125033,0.3191
645,9.22468706669628,0.3387
646,8.974861890332,0.3353
647,8.85246544458584,0.3281
648,8.80624293229273,0.3283
649,9.13051046374385,0.337
650,9.14324536020982,0.3344
651,8.55161888699828,0.3366
652,8.43227179049056,0.3326
653,7.8594471256795,0.3329
654,8.82974706814119,0.3445
655,9.13510952265972,0.3354
656,9.38486536978081,0.3267
657,8.83318306303832,0.3273
658,9.25176876170818,0.329
659,8.97876247850012,0.3329
660,9.01915188596248,0.3341
661,9.05671294004685,0.3444
662,9.00628087824311,0.3328
663,9.20318503624783,0.3377
664,9.41362435946761,0.335
665,8.82986275059026,0.3281
666,8.85574647155316,0.3343
667,8.62551299007641,0.3254
668,9.06479017487917,0.3307
669,9.27403857804904,0.3357
670,8.8762542492692,0.3312
671,8.86078636832912,0.3336
672,8.90370876408036,0.3366
673,9.12906929789797,0.3289
674,9.24391947411826,0.3337
675,9.32827319443518,0.3369
676,9.04522391430689,0.343
677,9.01002107761908,0.3328
678,9.39169054388562,0.3335
679,9.13877819750517,0.34
680,8.9908419490562,0.3303
681,8.81743805459225,0.3284
682,9.17061324912399,0.3297
683,8.17484132354684,0.3379
684,9.08398968809956,0.3368
685,9.14692145615255,0.3482
686,8.32312323256615,0.3441
687,9.04903161751804,0.3288
688,9.06921822497902,0.3369
689,9.19394764015714,0.3382
690,8.59058307652906,0.3348
691,9.29069179489411,0.3398
692,9.19019847926998,0.3362
693,8.84159269665822,0.3293
694,8.77581313633236,0.3346
695,8.65919843956192,0.3294
696,8.81896727086965,0.337
697,9.03149929921397,0.3323
698,9.29390811927446,0.3383
699,8.87509379562344,0.3352
700,9.02981412673373,0.3354
701,9.23188345959471,0.3297
702,9.13843739412662,0.337
703,9.1270464381979,0.3268
704,9.08500673329326,0.3329
705,8.99577616438894,0.3361
706,8.80357619209489,0.3411
707,8.95956285359323,0.3284
708,9.05010182692691,0.3319
709,8.89155616658863,0.3358
710,8.78078057280424,0.3294
711,9.11873067889785,0.3317
712,9.23372397683729,0.3353
713,8.89261081015782,0.3335
714,9.02112632370197,0.3393
715,9.35428113493844,0.3386
716,8.75991159588073,0.3362
717,9.18613880108242,0.3371
718,8.69500628930164,0.3391
719,9.35987634257691,0.3339
720,9.27672803918241,0.3362
721,8.47702618260198,0.3295
722,9.15514398337017,0.3344
723,8.75860496142621,0.3247
724,9.27705928495505,0.3351
725,8.61394029174444,0.3319
726,8.94260107612563,0.3386
727,8.7558634956867,0.3301
728,8.86157443030313,0.3383
729,9.33823670007401,0.3324
730,9.26463281694961,0.3333
731,8.94334016812395,0.3403
732,9.36163780778564,0.339
733,9.00178559562718,0.3349
734,9.35310131063337,0.3334
735,9.14399780280763,0.3303
736,8.54027543015463,0.3333
737,9.3110573978137,0.3402
738,9.05233015072776,0.3339
739,9.04424425472082,0.3363
740,8.87150057943768,0.3279
741,8.65737257431789,0.3291
742,9.14973717073453,0.3318
743,9.04091446080083,0.3332
744,9.03467397165899,0.3271
745,9.20188943493696,0.3433
746,9.37601894246897,0.3183
747,8.89945236482868,0.33
748,9.20550415522135,0.3293
749,8.91874280379462,0.3353
750,8.77992701401727,0.3319
751,8.70544326981352,0.3318
752,8.78682233804259,0.3377
753,9.34124199577134,0.3238
754,9.15650427641813,0.3319
755,8.86698552309301,0.3314
756,9.34513382892863,0.3355
757,8.44517824707345,0.3249
758,8.63806163909483,0.3381
759,9.2413541576,0.3447
760,9.16980543905801,0.3326
761,8.73452516529248,0.327
762,9.18288934758242,0.338
763,9.06284763853558,0.3355
764,8.78906607741425,0.3357
765,8.94790259962184,0.3328
766,8.65309580387943,0.333
767,9.28742695861207,0.3316
768,9.23560423766918,0.3375
769,8.51179419803058,0.332
770,9.08245234535057,0.3371
771,9.18516877932539,0.3462
772,8.46475416013362,0.3325
773,8.91228590644554,0.325
774,9.1426480896494,0.3262
775,9.01822773335026,0.3272
776,8.71865549939648,0.3366
777,8.62801982622814,0.3348
778,8.89818840523846,0.3362
779,9.30305747962609,0.3433
780,9.44584819939941,0.3324
781,8.83242842916412,0.3341
782,9.15358412099527,0.3347
783,8.84956594290998,0.3369
784,9.04867412746322,0.3319
785,9.06401420470874,0.3282
786,9.18673425761017,0.3376
787,8.71599780780922,0.3322
788,9.19455667308062,0.3347
789,9.19882220413853,0.3328
790,9.06771696425723,0.3368
791,8.78217067120394,0.3328
792,9.07342306536304,0.333
793,8.95282448903289,0.3262
794,9.27510291670567,0.3345
795,9.23028935570117,0.3396
796,9.02445444471738,0.3287
797,9.25106944750607,0.3394
798,9.09778759754027,0.3399
799,9.1720644394624,0.3388
800,8.73098785449285,0.3344
801,9.37998631098564,0.3368
802,8.7529022122777,0.3376
803,8.64013900668305,0.3294
804,9.01345826464896,0.3342
805,9.32883632456553,0.3389
806,8.77196358978465,0.3335
807,8.8674179429878,0.34
808,9.3205305117028,0.3383
809,9.036237587383,0.3354
810,9.1370337552257,0.3323
811,8.83516930114927,0.3359
812,9.25246500737614,0.3314
813,8.94427449343646,0.3423
814,9.2660424946108,0.3309
815,9.10230918962255,0.3351
816,8.95888576522197,0.3374
817,9.15050366879078,0.3336
818,9.14105495247812,0.332
819,9.22513042814694,0.3333
820,8.9625637432741,0.3343
821,8.99316629830515,0.3348
822,8.5361430550334,0.324
823,9.12981154207843,0.3306
824,8.97636398189616,0.3287
825,9.13148804740974,0.3305
826,9.1998836089781,0.329
827,8.99983386969478,0.3379
828,9.06010573631932,0.3356
829,8.74538212127432,0.3445
830,9.3460257453838,0.3312
831,9.28603033945671,0.3395
832,9.22392677733185,0.3369
833,9.07092121601448,0.3365
834,9.14362861282172,0.343
835,8.98035583860353,0.3311
836,8.99953051517848,0.3328
837,8.99373673471824,0.3351
838,9.0882704884668,0.3302
839,8.85711068750037,0.3385
840,8.94140118874714,0.3324
841,8.89483384169306,0.3412
842,8.90543143105738,0.3356
843,8.98156231141748,0.3337
844,9.18127812977807,0.3272
845,9.01299004342388,0.3281
846,9.25021624076225,0.3413
847,9.31809872823738,0.3367
848,9.06945694277879,0.3378
849,8.80421917978994,0.3396
850,8.92521139757108,0.3303
851,9.35840963352758,0.3323
852,8.90074284872198,0.33
853,9.22957400316275,0.3319
854,8.59145625362421,0.3278
855,8.93014924981001,0.3342
856,9.43365814160432,0.3315
857,9.06140706772063,0.322
858,9.15910824915328,0.3346
859,9.30399472551726,0.3299
860,8.9682890043521,0.33
861,8.73639304436208,0.3293
862,9.01582290138365,0.3288
863,8.85550302492271,0.3443
864,9.06628182564488,0.3378
865,8.81386069270623,0.3278
866,9.21357305155505,0.3394
867,9.21261059846675,0.327
868,8.84470043877957,0.3343
869,8.92340197373036,0.3402
870,8.82523355102034,0.3289
871,8.95689830392583,0.3288
872,9.05714018322949,0.3359
873,9.03663583935388,0.3393
874,9.10910374008253,0.3285
875,9.13331923401702,0.3353
876,9.01698883338702,0.3335
877,9.22244395917987,0.3395
878,8.93964012876885,0.3345
879,9.03442189933198,0.3292
880,9.12787882067599,0.3299
881,9.15648522728467,0.3308
882,9.25748497494608,0.3316
883,8.96199710310628,0.3429
884,9.23790540664385,0.3319
885,9.18740641193891,0.3317
886,9.03724571289089,0.3311
887,9.42682555095099,0.3305
888,8.92880247410879,0.3265
889,9.02236685250027,0.3389
890,9.24255723234057,0.3406
891,9.14674065556593,0.3324
892,9.24550577770828,0.338
893,8.90606511015815,0.3328
894,9.28843541818185,0.3378
895,8.82262303932019,0.3325
896,8.62197891225546,0.3292
897,9.31311249019508,0.3376
898,9.19950478261326,0.3398
899,8.66785022724621,0.334
900,8.90709382727799,0.3279
901,9.11989792808612,0.3356
902,9.03553371266705,0.3252
903,7.60133189492204,0.3427
904,9.16038916749423,0.3249
905,8.69279442531243,0.335
906,8.83618828568774,0.3322
907,8.89341615505967,0.3296
908,8.63619825553539,0.3313
909,9.30576671619274,0.3324
910,8.96723692108057,0.3368
911,9.13772386440176,0.3421
912,8.95181423978409,0.3354
913,9.16920395548785,0.3379
914,9.1013278047026,0.3298
915,8.79768017309984,0.3329
916,8.81551878223319,0.3368
917,8.38186052473434,0.3332
918,8.87035787981276,0.3296
919,9.03068441860954,0.3325
920,9.26240254833519,0.3411
921,9.24593435960555,0.3288
922,9.22808809105188,0.329
923,9.008528809298,0.3329
924,9.16572437564945,0.3321
925,9.43168500315433,0.3357
926,9.40006007111967,0.3401
927,9.11254324427168,0.3389
928,9.18039506215041,0.3328
929,9.07947312850597,0.3372
930,8.56028783238244,0.34
931,9.18251676540773,0.3372
932,8.30248792276299,0.342
933,9.45358044202257,0.3282
934,8.76228559907859,0.3375
935,8.97383243386779,0.344
936,9.17929660604863,0.3288
937,9.3708361556197,0.3388
938,8.76165845071577,0.338
939,8.26667515696657,0.3358
940,8.30972040633524,0.3322
941,9.04745092689469,0.3291
942,8.68619740949505,0.3402
943,9.11661662932138,0.3303
944,9.14814096098635,0.3398
945,9.17492862980871,0.333
946,9.32416075727751,0.3379
947,9.16336052984934,0.3354
948,8.88964966015362,0.3295
949,8.67266312541388,0.3293
950,9.12868795529865,0.3257
951,8.86615114608655,0.3414
952,8.62940094152936,0.336
953,8.60690834013717,0.3353
954,9.05417331707012,0.3324
955,9.27354671649775,0.336
956,8.601347055791,0.3341
957,9.20054404662296,0.3386
958,8.99865817779842,0.336
959,8.93875911751579,0.3356
960,8.98995260314403,0.3249
961,8.88549087134137,0.3304
962,9.23677627134797,0.3281
963,9.25573763896835,0.3345
964,9.42273647457866,0.339
965,9.08758662785599,0.328
966,8.96760924328548,0.3289
967,8.86498432902099,0.3327
968,8.67792298822193,0.3332
969,8.71912330949621,0.3335
970,9.3113498843138,0.3344
971,9.21739745187818,0.334
972,9.14794322555493,0.3318
973,8.14877260293902,0.3365
974,9.4168795974102,0.3388
975,8.92577057212491,0.3305
976,8.96619560490127,0.3419
977,9.20715164215316,0.3327
978,8.81226968043465,0.3393
979,8.84440469508529,0.3322
980,8.5706691153201,0.3279
981,8.88137869607445,0.3324
982,9.25883307565237,0.3365
983,9.02042979365216,0.3405
984,8.83940919922777,0.327
985,8.98798554300162,0.3345
986,9.24307291988821,0.3372
987,8.97151346446424,0.3356
988,9.32364559189859,0.3352
989,9.38756565366092,0.3285
990,9.1144966823085,0.3425
991,8.902703718415,0.3258
992,9.2932650287488,0.3278
993,9.05383749917605,0.3407
994,9.18219321095419,0.3305
995,9.33883557891436,0.3303
996,9.00263548511714,0.3231
997,9.17397979409572,0.3475
998,9.25900166310032,0.3294
999,9.26985107935707,0.333
1000,9.32138769324967,0.3404
