"Lot","mmumax","ln_sdmumax","sdmumax","unc_mumax_CRR"
1,6.79688893939891,0.87242082104486,2.39269613729372,0.329
2,6.95308510968879,1.06235916824216,2.89318846266231,0.3248
3,6.29815371910902,0.96726717359149,2.63074525663761,0.324
4,6.63551430881599,0.906697190114447,2.47613082363925,0.3404
5,6.58730971884438,0.994703528350131,2.70392258604627,0.3304
6,6.72106956345584,0.953217107549214,2.59404156050591,0.3343
7,6.41034216358843,1.02313841877582,2.78191188230941,0.3309
8,6.55447949200414,0.861296544643154,2.3662266241725,0.3341
9,6.55586352621767,0.95931545164585,2.60990925269,0.3262
10,6.80509171855833,0.90846764948704,2.48051859570369,0.333
11,6.70212988719419,0.896208294808958,2.45029467983844,0.3309
12,6.86879552991336,0.79385274855239,2.2119019329157,0.3294
13,7.45416620042172,0.832555363613694,2.29918649746129,0.3235
14,7.07775546553629,0.982707424116318,2.67167982926047,0.3365
15,6.86341604834366,1.02355417353189,2.78306871586832,0.3312
16,6.5570745123928,0.78156941572457,2.18489859033515,0.3286
17,6.99737087934555,0.841103016806252,2.31892337810355,0.3309
18,6.32743002098432,1.08980047992733,2.97368070438038,0.3313
19,7.18822449550376,0.88761739811857,2.42933461317698,0.3425
20,6.48756316232523,0.764546012882176,2.14801898031784,0.3294
21,6.93846596064772,0.865146220804104,2.37535338666743,0.3251
22,7.02170771763156,0.858154526714642,2.35880356549502,0.3339
23,6.52829851729821,0.900184556211091,2.46005708807877,0.3303
24,7.11061103769739,0.989814220831735,2.690734543487,0.3358
25,6.63010610633392,0.940437854649081,2.56110256352625,0.3318
26,6.19682749027558,0.862630532500732,2.36938524807199,0.3328
27,6.86023771682454,0.96690784003802,2.62980011141763,0.326
28,6.4923230578085,0.890117940774402,2.43541686930374,0.3347
29,6.61442160992932,0.886033737877115,2.42549041729042,0.3443
30,7.02944167743299,0.954326413510433,2.59692074292448,0.3356
31,6.98824909250933,1.01190012295201,2.75082295411464,0.3248
32,6.96199728087031,0.890447601378739,2.43621986265105,0.344
33,6.71504183827816,0.969210568923129,2.63586280578799,0.3277
34,6.81029292530597,0.900743721427855,2.46143305109316,0.3294
35,6.7831422018068,0.913236521845213,2.49237612331438,0.3317
36,6.79554136466826,0.872167924844968,2.39209111004087,0.3385
37,6.2312058849031,0.965056640558223,2.62493633012309,0.3368
38,6.51062929574404,0.941994132791134,2.56509145457231,0.3373
39,6.28600963845623,0.937725030115559,2.55416415725365,0.3307
40,6.52262504935771,1.01871675619843,2.76963836132674,0.3288
41,6.55890741142791,1.03154312296125,2.80539156040952,0.3316
42,7.04052430476398,0.871959332216502,2.39159218950608,0.3341
43,6.87952196148744,0.926058201306621,2.52453831712601,0.3317
44,6.67823145373195,0.851645607288582,2.34350016148581,0.3275
45,6.05341700233636,0.939248984053049,2.55805955322621,0.3335
46,6.76182250712945,0.876649655586702,2.40283587789912,0.333
47,6.77808631211132,0.79020306347785,2.20384390102869,0.3356
48,6.3620291863221,1.01050778483838,2.74699554361485,0.3362
49,7.22101550255207,0.941365332237247,2.56347903064456,0.3344
50,6.70769370370202,0.950758279960851,2.58767109469967,0.335
51,7.02649248647494,0.932937205953935,2.54196449660846,0.3375
52,6.70968328498753,0.886798895191602,2.4273470092263,0.3359
53,6.9774858927699,1.00459147829647,2.73079145734589,0.3385
54,6.49778867127294,0.929097965522994,2.53222399376961,0.3363
55,6.45780473105981,0.956633576483504,2.60291917933094,0.3337
56,6.07903459481325,0.935581144521342,2.54869418710187,0.3328
57,6.92953900135635,0.911472659027679,2.48798378861987,0.3319
58,6.90229265013464,0.933381828401546,2.54309496238129,0.3405
59,6.77056019206637,1.07453570266043,2.9286328283884,0.3329
60,7.08267710267756,0.999309919481529,2.71640664221467,0.3391
61,6.39606278097204,1.08163593851746,2.94950080832967,0.3268
62,6.58193679249419,0.804706281284842,2.23603963566938,0.3295
63,6.89020637350142,0.806516054171304,2.24009002361069,0.336
64,6.8317343906833,1.00187413574801,2.72338103441649,0.3367
65,6.23904418346942,1.05468347503904,2.8710662459315,0.3252
66,6.30614834887157,0.929413946377149,2.53302425449695,0.3387
67,6.50754932581532,0.819851084908943,2.27016175101607,0.3414
68,6.4258481747519,0.960413293763287,2.61277609437212,0.3419
69,6.8433616264603,0.767958854557502,2.15536235276937,0.335
70,6.56452747074347,0.99752715264077,2.71156823668286,0.3377
71,6.60259710229249,0.888132768584159,2.43058694316687,0.3302
72,6.31232600100204,0.874539342603688,2.39777048880797,0.3354
73,6.84020255107241,0.97297147355077,2.64579469915725,0.344
74,6.76757574269377,1.02177818611679,2.77813040733848,0.3389
75,6.49488574106216,0.825621402823443,2.28329917313531,0.3316
76,6.75289869376136,0.953492870002645,2.59475699841185,0.3317
77,7.02612619692439,0.881729681476665,2.41507340352421,0.3357
78,7.01551930545731,0.900520700531848,2.46088416129787,0.3328
79,6.8137156683943,1.03641110433082,2.81908144828516,0.3352
80,6.79189981923217,0.92055159807322,2.51067489148963,0.3398
81,6.87758081750737,0.952867438909973,2.59313466408917,0.3386
82,6.78225045844223,1.04294428950534,2.83755932337518,0.3358
83,6.44699757252297,0.839525959345978,2.31526918488402,0.3447
84,6.87302137097912,0.7922203574862,2.2082941893864,0.3296
85,7.19009783844013,1.00619879478037,2.73518423281386,0.3284
86,7.39333956552209,1.048068347903,2.85213645820532,0.3303
87,6.46453048568027,0.942874021485455,2.56734944278656,0.3313
88,6.72062871949641,0.899094319163654,2.45737650420398,0.3273
89,6.61683779064466,0.993048762873296,2.69945192826407,0.3374
90,6.91382330331133,0.850964380914253,2.34190425101743,0.3367
91,6.85650984802836,0.834323495537536,2.30325535858791,0.3331
92,7.09258113997335,0.985588262776808,2.67938760489936,0.3323
93,6.74768045359501,0.951688649555864,2.59007970548346,0.335
94,6.88650512950245,0.928222372633059,2.5300077668428,0.3386
95,6.48891204787358,0.962826347049371,2.61908847530523,0.3464
96,7.06400661535646,0.843730642095782,2.32502465223697,0.3395
97,6.93674584511395,1.06310692832105,2.89535268255316,0.3395
98,7.10979265053674,0.98463928503546,2.6768461317933,0.3315
99,6.97504586732236,0.930378393785975,2.53546840161192,0.3334
100,6.73646668890731,0.865783471115349,2.37686756375607,0.3344
101,7.15440011751777,0.995189208433374,2.70523614635216,0.3326
102,6.60391399593344,0.906454062223852,2.47552888035283,0.3309
103,6.57900570389861,0.933924270569429,2.54447481853806,0.3359
104,6.60320925613586,0.967378520152273,2.6310381973829,0.3253
105,6.34815218921358,0.87824584183883,2.40667431410812,0.3385
106,6.95247940697845,1.01029900706809,2.74642209187433,0.3444
107,6.99952765441307,0.870755211773826,2.38871415755644,0.3359
108,6.62767392472212,0.966999404498959,2.63004091867173,0.3395
109,6.38210743354376,0.908760056963462,2.48124402394163,0.3342
110,6.68805648594857,1.02736024869686,2.79368146824526,0.3337
111,6.46270537103327,0.955390267014782,2.59968495625567,0.336
112,6.58454226560135,0.901729367860691,2.46386034983229,0.33
113,6.69778955557838,1.09733551697112,2.99617212908766,0.3282
114,6.42652686052661,0.965947626684082,2.6272761541951,0.3358
115,6.77892503604432,0.867907148182477,2.38192062653047,0.342
116,6.35937633187304,1.00550533645546,2.73328815403923,0.3386
117,6.43401728340715,0.945188283116914,2.57329784151715,0.3272
118,6.26977616476399,0.992490921078453,2.69794648109503,0.3331
119,7.01369201669823,0.922709941425346,2.5160996420823,0.3346
120,7.00625433000502,0.811862545499291,2.25209871908327,0.337
121,6.74052756818202,0.850757406770574,2.34141958754863,0.3344
122,6.90988097440699,1.01737680370072,2.76592966278158,0.3281
123,6.91563088928767,0.84957307621158,2.33864821421467,0.3323
124,6.84389801869813,0.848207584467884,2.33545698867866,0.3323
125,6.43524827888107,0.830144448983697,2.29365003175229,0.3256
126,6.45531983155227,0.854854653641386,2.3510326417068,0.3373
127,6.38283152525108,1.00880190129633,2.74231348378673,0.336
128,6.86172399862366,1.01335889604593,2.75483870895168,0.3365
129,6.74311591594435,0.973580517586271,2.64740659544602,0.3371
130,6.30376696297456,1.02109359103668,2.77622916379496,0.3369
131,6.61225903589708,1.01302481333906,2.75391851869717,0.3326
132,6.4459004177447,0.95491697831548,2.59845484586576,0.3376
133,6.94798759678441,0.894141842628222,2.44523649110638,0.3333
134,7.05432320621004,0.91075958843248,2.48621031292071,0.3346
135,6.63165326258738,1.0527006435668,2.86537904566336,0.3427
136,6.76066508220839,0.99107875990276,2.69413923467583,0.3344
137,7.13593471448156,0.95119756596618,2.58880807210882,0.3433
138,6.75897406434422,0.979443629892903,2.66297423043642,0.33
139,6.48249773323958,0.972384382749067,2.64424183330741,0.3347
140,6.96419953550299,1.03760042214501,2.82243622662462,0.3316
141,6.68601351690036,1.06007925744249,2.88659976471662,0.3344
142,6.60814368126558,0.943339847964521,2.56854566073139,0.3371
143,6.33504403622185,0.929710016492745,2.53377431831105,0.3402
144,6.62425206397747,1.00864729557357,2.74188953920152,0.3298
145,6.06711429928406,0.906925475870664,2.47669615356275,0.3224
146,6.79358215214071,0.988735108171407,2.68783250387101,0.3467
147,6.72322274942975,0.810612072004645,2.24928428937934,0.3283
148,6.54633720987922,0.906206690372326,2.47491657992626,0.3317
149,6.66889361801432,1.15247414238602,3.166016402858,0.3257
150,6.74155038522435,0.969453297387138,2.63650268237317,0.3355
151,6.37064090520947,0.93633846461612,2.55062509549078,0.3325
152,6.84746792327665,1.00339577967249,2.72752820507988,0.3312
153,6.338763574658,1.04637124557845,2.84730019576906,0.3248
154,6.69660141340317,0.849050331518345,2.33742601774753,0.3307
155,6.83706067273853,0.811427315333088,2.25111875105475,0.3422
156,6.48072629127253,0.874261367761626,2.39710406156434,0.334
157,7.00297036637697,0.954612003341988,2.59766250299654,0.3275
158,7.28599829367237,0.932804218135395,2.54162646877254,0.3386
159,6.65124173855213,0.829642002197147,2.29249788413504,0.3343
160,6.75800141173227,0.905430196673404,2.47299556871966,0.3349
161,6.52745868737552,0.935808311771425,2.54927323271926,0.3337
162,6.60044891657409,0.943176552960802,2.56812626430177,0.3347
163,6.33717999766888,0.921304974791939,2.51256708818012,0.3267
164,7.0306774116641,0.907671687708382,2.47854498327449,0.3348
165,6.88190390830486,0.92881132628785,2.53149826303724,0.3313
166,6.56234702572299,0.93352404276721,2.54345665273636,0.3276
167,6.23817195673213,0.983639492936319,2.67417117960097,0.3339
168,6.32886673077947,0.977756297229271,2.65848469576941,0.3439
169,6.64669273714201,0.976531270538362,2.65522997502664,0.3362
170,6.60884676148084,0.989670946844069,2.69034905883483,0.339
171,6.78993418473157,0.848848973942782,2.33695540669368,0.3348
172,6.39973973984577,0.95602803860527,2.60134349029172,0.3394
173,6.32456155844389,0.818380574598651,2.26682590805203,0.3347
174,7.11369647700106,0.879135889868653,2.40881732338894,0.3279
175,6.75751305554649,0.971748383020179,2.64256063089713,0.3313
176,6.72603862640518,0.936515365992078,2.55107634449183,0.3402
177,6.50652594370098,0.891583501271436,2.43898873681584,0.3345
178,6.61768085227112,0.924107346604759,2.51961811054454,0.3259
179,6.23388117618896,0.935369455133002,2.54815471269085,0.3331
180,6.73083878899122,1.01501678634766,2.75940971739837,0.3304
181,6.80378599558466,0.885875969658444,2.4251077821725,0.3401
182,6.91702850871444,1.00298507694644,2.72640823181444,0.3405
183,6.70391474672353,0.856603028050129,2.35514672244042,0.3347
184,6.55825958092419,0.941911199706343,2.56487873244618,0.3225
185,6.38518514501268,1.07190472096763,2.92093777624145,0.3374
186,7.18000216227549,0.926267493713532,2.52506673912216,0.3383
187,6.28877023304383,0.87695260228507,2.40356391936836,0.3327
188,6.48339015503106,0.922172453608931,2.51474763255667,0.3316
189,6.43903682240445,0.913882424709606,2.49398647620136,0.3306
190,7.16691447572866,0.980472827631716,2.66571636835192,0.3396
191,6.59728363566428,0.901538329540576,2.46338970304728,0.3281
192,7.12164029461572,0.961274825917697,2.61502805491861,0.3434
193,7.1614700803498,0.93728045875252,2.55302890138266,0.3333
194,6.75857140915758,0.842472534912642,2.32210136131326,0.3328
195,6.53716693007084,0.913415712617684,2.49282277413386,0.3423
196,6.47894279833449,0.936951211044517,2.55218846083257,0.3346
197,6.74420073513354,0.979923429643396,2.6642522313755,0.3294
198,6.91598795627419,1.04077900692402,2.83142185267597,0.3322
199,6.88531010427452,0.909734423980889,2.48366284449886,0.3274
200,6.87797304839092,0.868685848733136,2.38377615178949,0.326
201,6.75634335862215,0.929277938099472,2.53267976565798,0.3355
202,6.81977681932188,0.90134109983067,2.46290389732,0.3372
203,6.7449293593382,0.944275901766346,2.57095108328911,0.3319
204,6.40906829320442,0.966401457841427,2.62846876457423,0.3336
205,7.13148534037297,0.868320092245715,2.38290442962615,0.3279
206,6.87020986542262,0.918508872444195,2.50555150615943,0.3347
207,6.4144148909161,0.916935768493132,2.50161311174959,0.3377
208,6.48517585005418,0.962375195690306,2.61790713648143,0.3293
209,6.66990195739285,0.852890207844768,2.34641869892013,0.3352
210,6.77299758319205,0.878557187518074,2.40742373841612,0.3441
211,6.74742829519633,0.912722555875619,2.49109545594148,0.3319
212,6.54849739858608,0.855099933173265,2.35160937261984,0.3283
213,7.15803822313249,0.884473305388109,2.42170855467954,0.3323
214,6.7866610339034,0.968855924944004,2.63492817865386,0.3327
215,6.98501606206521,0.977905756496695,2.65888206063869,0.3321
216,6.33958651791371,0.894429953715434,2.44594109234716,0.3332
217,6.2581589683709,0.963135818426458,2.6198991336537,0.3331
218,6.68289815428693,1.0800618984862,2.94486182791335,0.3306
219,6.47752437106168,1.08258016163335,2.95228711041163,0.3419
220,6.62153482164172,0.87651618656933,2.40251519515667,0.3331
221,6.82881809037258,1.08704456668315,2.96549678061492,0.3424
222,6.60428822823501,0.892448945156095,2.44110045835931,0.3369
223,7.03293324512326,0.944568228175253,2.57170275004743,0.3401
224,6.62200058558687,0.831525979480268,2.29682096908859,0.3268
225,6.49655295814472,0.874087393651883,2.39668706379373,0.3386
226,6.97237789514847,0.796621366986559,2.21803433059918,0.3418
227,6.52665900248329,0.924710541306329,2.52113838930475,0.334
228,6.71249724816373,0.846128720484703,2.330606934309,0.3355
229,6.73770524466455,0.819429628185924,2.26920517767506,0.3338
230,6.75302033077375,1.02669170715246,2.79181440029772,0.3348
231,6.78569188389933,1.05369880342149,2.8682405798919,0.3396
232,6.29946269970672,1.01568347253902,2.76124999112763,0.3368
233,6.28249039373365,0.99192047177592,2.69640787829579,0.3333
234,6.61351601979553,1.04025729948771,2.82994506409936,0.3257
235,6.47099977202157,0.978090678440444,2.65937379174208,0.3335
236,6.44126053079042,0.944087738058736,2.57046736911135,0.343
237,6.94031318790167,0.897730151784918,2.45402651683093,0.3395
238,6.79788081017616,0.861127428072349,2.3658264898757,0.3362
239,6.70376968853455,1.09092698964743,2.97703247214334,0.3304
240,7.0518119735031,1.08422095969562,2.95713519365679,0.3286
241,6.63814642170839,0.870438361841258,2.38795741353017,0.33
242,6.89746729911345,0.770234069027122,2.16027184734034,0.3259
243,7.14493228616694,0.884914483454508,2.4227771950901,0.3325
244,6.81525926656669,0.853758983060743,2.3484580950922,0.3312
245,6.65347439769099,0.785236244860126,2.19292494678999,0.3316
246,6.77540651657077,0.877504477992973,2.40489075399807,0.3249
247,6.20990657785053,0.899717079810292,2.45890733820688,0.3257
248,6.85808687365042,0.996428145048624,2.70858983954444,0.3367
249,6.64317484429229,0.803226588386582,2.23273343038773,0.3316
250,6.70509580241313,0.820656809474476,2.27199161319006,0.3323
251,7.40578907062916,0.990420660664402,2.69236680697808,0.3408
252,6.63107730052104,0.937534296646284,2.55367703911919,0.3323
253,7.08677716047635,0.94670278845393,2.57719806754292,0.3275
254,6.59043460638923,1.01360189421986,2.75550821106801,0.3305
255,6.5802291392568,0.915622471297948,2.49832990665041,0.3274
256,7.13792240475555,0.999120705975093,2.71589271001199,0.3393
257,6.89950944279615,1.00022749838794,2.71890030354136,0.3417
258,7.0047618888796,1.17124024656104,3.22599118289604,0.3316
259,6.42242123370008,0.990794422663352,2.69337329946037,0.3328
260,6.68937935179278,1.01001863128096,2.74565216955737,0.3378
261,7.0435707358715,1.02388717730036,2.78399564256509,0.3277
262,6.39116214712956,0.780036631357983,2.18155217725332,0.3335
263,6.82167596215476,1.00912951518645,2.74321205095858,0.3296
264,6.00218765466734,0.908550429581341,2.48072394176612,0.3409
265,6.88471560876066,0.886571362051427,2.42679477016772,0.3368
266,6.5961772183075,0.866979344332418,2.3797116962881,0.3298
267,6.67325912592254,0.839173712556415,2.31445378236656,0.3278
268,6.80612361197184,0.800386118550487,2.22640041705139,0.3401
269,6.29024580868032,1.04142558190911,2.8332531711967,0.3341
270,6.35264874639937,1.01611576428628,2.762443914754,0.3296
271,6.64998555410398,0.844657462301068,2.32718053096411,0.339
272,6.54925725120105,1.00224782410063,2.72439892036301,0.3323
273,7.2082155874001,0.871600612263838,2.39073443152571,0.326
274,6.96060341045016,0.964450045987185,2.6233445408301,0.3337
275,6.45191492680661,0.830813401557726,2.29518488816079,0.3396
276,6.27967137918526,0.989209728293126,2.68910850604536,0.342
277,6.32057413565833,0.837584637646621,2.31077886256586,0.3401
278,6.99556250326133,0.950134990266395,2.58605872851152,0.3342
279,6.7465097150663,0.991710421250218,2.69584155588369,0.3411
280,6.56133445631294,1.02023319550628,2.77384153593053,0.3379
281,6.35462309933391,1.07565951438294,2.93192591034735,0.3343
282,6.53732675803223,1.00065811951232,2.72007137157236,0.3329
283,6.59370743470519,0.890316969159737,2.43590163463029,0.3309
284,7.32019182267204,0.959065541488741,2.60925709135288,0.3314
285,6.65868994711985,0.969065299972163,2.63547992457436,0.3266
286,6.65996506196724,1.00823146538955,2.74074961579356,0.3281
287,6.8298757177417,1.01102285603803,2.74841080635419,0.3373
288,6.58097448509748,0.8854337036466,2.42403547656503,0.337
289,6.67147011016887,1.09516121843326,2.98966463359089,0.344
290,6.87907443333865,0.930932993381507,2.53687496136462,0.3352
291,6.3984122045473,0.8477348572851,2.33435321558822,0.3326
292,6.75552376073865,0.859216878792452,2.3613107768988,0.3379
293,6.42331374192063,0.83347145324905,2.30129372343794,0.3357
294,6.7381627163485,1.0066291318834,2.73636153737361,0.3359
295,6.83291480761945,0.825250327343997,2.28245205398221,0.3445
296,6.16298653046859,0.940249782736809,2.5606209373612,0.3317
297,6.77724718563015,0.843213091689199,2.3238216461179,0.3376
298,6.70312279752736,0.975712139761585,2.65305588498827,0.3425
299,6.89473060534413,0.808417675553971,2.24435387953359,0.3263
300,6.82660770153636,0.870169104131105,2.38731452414041,0.3291
301,6.58502268075372,0.845795563142584,2.32983060482436,0.3345
302,6.8353353830505,0.890773142845255,2.43701308234384,0.3296
303,6.62474312412524,0.920320045662883,2.51009360596856,0.3351
304,6.25607038964359,0.969853522010514,2.6375580868516,0.3358
305,6.85942138871724,0.950409566259012,2.58676889564683,0.3361
306,6.69338008145044,1.04742311458544,2.85029675831792,0.3363
307,6.60110702979609,1.03688988066832,2.82043148093212,0.3296
308,6.69077675542199,0.971302695588983,2.64138313725431,0.3375
309,6.48604046053722,0.849750754534353,2.33906377822419,0.3345
310,7.05331665914863,0.871476700739562,2.39043821033115,0.3325
311,7.07694673507118,1.01208877887971,2.75134196212641,0.3331
312,6.66077134139877,0.97398553223202,2.64847905105588,0.3301
313,6.72452890033373,0.952463877420604,2.59208838593498,0.3269
314,6.53122867214866,1.02841223857368,2.79662193927062,0.3298
315,6.82503924865166,1.05529177065072,2.87281323421853,0.337
316,6.73981705401455,0.878454623658147,2.40717683640686,0.3311
317,7.2982320543708,0.726443213548869,2.06771309917797,0.3306
318,6.57279177421381,0.912452601717164,2.49042306512548,0.3291
319,6.78022229664872,1.00517805142497,2.7323937361152,0.3287
320,6.91171892693442,0.875101103598282,2.39911784115214,0.3357
321,6.72760713969818,0.999470944415322,2.71684408663318,0.3366
322,7.09757574419268,0.91432540587656,2.49509150997746,0.3374
323,6.4981660890819,0.934990845344512,2.54719013898408,0.3348
324,6.46427647938162,0.867210744026911,2.38026242456432,0.3373
325,6.66754242175236,0.855445644351518,2.35242249081077,0.3339
326,6.24502643945039,1.00165633804573,2.722787952873,0.3352
327,6.94129166851752,1.02578335940041,2.78927961337134,0.3244
328,6.56732767447429,0.864503393650443,2.37382693568557,0.3342
329,6.90759758544795,0.863249540455134,2.37085237042094,0.3304
330,6.90295788085334,0.961732715283185,2.61622572263414,0.3337
331,6.99298779071621,0.838625442787794,2.31318518512535,0.3463
332,6.14530742743125,1.02242355146785,2.77992389510929,0.3333
333,6.86792056008843,0.958664113686686,2.608209873219,0.3294
334,6.78790366015892,0.975034104367218,2.65125762890454,0.3288
