Observation,Strain,Lineage,Serotype,Source,Condition,Phase,Nisin,Temperature,Replicate,Age,Date,Day,Inoculum,Log_CFU,Log_Diff,AgeGroup,Native_Microbiota
436,FSL F2-0237,II,1/2a,Salmon,Quat,Exponential,Plus,7,1,24,11/6/18,1,5.05,6.03,0.98,Quat1,1.7
437,FSL L3-0051,I,1/2b,Salmon,Quat,Exponential,Plus,7,1,24,11/6/18,1,5.69,5.45,-0.24,Quat1,1.7
438,FSL L4-0060,I,1/2b,Environment,Quat,Exponential,Plus,7,1,24,11/6/18,1,5.4,6.01,0.61,Quat1,1.7
439,FSL F2-0310,I,4b,Salmon,Quat,Exponential,Minus,7,1,24,11/6/18,1,5.35,6.28,0.93,Quat1,3.7
440,FSL L4-0396,II,1/2a,Environment,Quat,Exponential,Minus,7,1,24,11/6/18,1,6.05,6.79,0.74,Quat1,3.7
441,FSL N1-0061,I,4b,Environment,Quat,Exponential,Minus,7,1,24,11/6/18,1,5.35,6.01,0.66,Quat1,3.7
442,FSL F2-0237,II,1/2a,Salmon,Quat,Exponential,Minus,7,1,24,11/6/18,1,5.05,6.68,1.63,Quat1,3.7
443,FSL L3-0051,I,1/2b,Salmon,Quat,Exponential,Minus,7,1,24,11/6/18,1,5.69,6.32,0.63,Quat1,3.7
444,FSL L4-0060,I,1/2b,Environment,Quat,Exponential,Minus,7,1,24,11/6/18,1,5.4,6.74,1.34,Quat1,3.7
445,FSL F2-0310,I,4b,Salmon,Quat,Exponential,Plus,7,1,24,11/20/18,15,5.35,8.86,3.51,Quat1,5.7
446,FSL L4-0396,II,1/2a,Environment,Quat,Exponential,Plus,7,1,24,11/20/18,15,6.05,8.77,2.72,Quat1,5.7
447,FSL N1-0061,I,4b,Environment,Quat,Exponential,Plus,7,1,24,11/20/18,15,5.35,8.15,2.8,Quat1,5.7
448,FSL F2-0237,II,1/2a,Salmon,Quat,Exponential,Plus,7,1,24,11/20/18,15,5.05,8.3,3.25,Quat1,5.7
449,FSL L3-0051,I,1/2b,Salmon,Quat,Exponential,Plus,7,1,24,11/20/18,15,5.69,8.6,2.91,Quat1,5.81
450,FSL L4-0060,I,1/2b,Environment,Quat,Exponential,Plus,7,1,24,11/20/18,15,5.4,8.6,3.2,Quat1,5.7
451,FSL F2-0310,I,4b,Salmon,Quat,Exponential,Minus,7,1,24,11/20/18,15,5.35,9.22,3.87,Quat1,6.7
452,FSL L4-0396,II,1/2a,Environment,Quat,Exponential,Minus,7,1,24,11/20/18,15,6.05,9.23,3.18,Quat1,5.88
453,FSL N1-0061,I,4b,Environment,Quat,Exponential,Minus,7,1,24,11/20/18,15,5.35,9.41,4.06,Quat1,5.7
454,FSL F2-0237,II,1/2a,Salmon,Quat,Exponential,Minus,7,1,24,11/20/18,15,5.05,9.07,4.02,Quat1,5.7
455,FSL L3-0051,I,1/2b,Salmon,Quat,Exponential,Minus,7,1,24,11/20/18,15,5.69,9.23,3.54,Quat1,5.88
456,FSL L4-0060,I,1/2b,Environment,Quat,Exponential,Minus,7,1,24,11/20/18,15,5.4,9.33,3.93,Quat1,6.7
457,FSL F2-0310,I,4b,Salmon,Quat,Exponential,Plus,7,1,24,12/5/18,30,5.35,8.64,3.29,Quat1,6.7
458,FSL L4-0396,II,1/2a,Environment,Quat,Exponential,Plus,7,1,24,12/5/18,30,6.05,8.98,2.93,Quat1,6.7
459,FSL N1-0061,I,4b,Environment,Quat,Exponential,Plus,7,1,24,12/5/18,30,5.35,8.73,3.38,Quat1,6.7
460,FSL F2-0237,II,1/2a,Salmon,Quat,Exponential,Plus,7,1,24,12/5/18,30,5.05,8.84,3.79,Quat1,6.7
461,FSL L3-0051,I,1/2b,Salmon,Quat,Exponential,Plus,7,1,24,12/5/18,30,5.69,8.08,2.39,Quat1,6.7
462,FSL L4-0060,I,1/2b,Environment,Quat,Exponential,Plus,7,1,24,12/5/18,30,5.4,8.74,3.34,Quat1,6.7
463,FSL F2-0310,I,4b,Salmon,Quat,Exponential,Minus,7,1,24,12/5/18,30,5.35,9.15,3.8,Quat1,6.88
464,FSL L4-0396,II,1/2a,Environment,Quat,Exponential,Minus,7,1,24,12/5/18,30,6.05,9.27,3.22,Quat1,6.7
465,FSL N1-0061,I,4b,Environment,Quat,Exponential,Minus,7,1,24,12/5/18,30,5.35,9.19,3.84,Quat1,6.7
466,FSL F2-0237,II,1/2a,Salmon,Quat,Exponential,Minus,7,1,24,12/5/18,30,5.05,9.21,4.16,Quat1,6.7
467,FSL L3-0051,I,1/2b,Salmon,Quat,Exponential,Minus,7,1,24,12/5/18,30,5.69,9.13,3.44,Quat1,6.7
468,FSL L4-0060,I,1/2b,Environment,Quat,Exponential,Minus,7,1,24,12/5/18,30,5.4,9.05,3.65,Quat1,7.3
469,FSL F2-0310,I,4b,Salmon,Quat,Exponential,Plus,7,2,31,11/13/18,1,6.36,5.11,-1.25,Quat2,2.7
470,FSL L4-0396,II,1/2a,Environment,Quat,Exponential,Plus,7,2,31,11/13/18,1,6.53,5.56,-0.97,Quat2,2.7
471,FSL N1-0061,I,4b,Environment,Quat,Exponential,Plus,7,2,31,11/13/18,1,6,5.73,-0.27,Quat2,2.7
472,FSL F2-0237,II,1/2a,Salmon,Quat,Exponential,Plus,7,2,31,11/13/18,1,6.57,5.69,-0.88,Quat2,2.7
473,FSL L3-0051,I,1/2b,Salmon,Quat,Exponential,Plus,7,2,31,11/13/18,1,6.38,5.46,-0.92,Quat2,2.7
474,FSL L4-0060,I,1/2b,Environment,Quat,Exponential,Plus,7,2,31,11/13/18,1,6.61,5.11,-1.5,Quat2,2.7
475,FSL F2-0310,I,4b,Salmon,Quat,Exponential,Minus,7,2,31,11/13/18,1,6.36,6.56,0.2,Quat2,3.7
476,FSL L4-0396,II,1/2a,Environment,Quat,Exponential,Minus,7,2,31,11/13/18,1,6.53,6.9,0.37,Quat2,3.7
477,FSL N1-0061,I,4b,Environment,Quat,Exponential,Minus,7,2,31,11/13/18,1,6,6.42,0.42,Quat2,3.7
478,FSL F2-0237,II,1/2a,Salmon,Quat,Exponential,Minus,7,2,31,11/13/18,1,6.57,6.97,0.4,Quat2,3.7
479,FSL L3-0051,I,1/2b,Salmon,Quat,Exponential,Minus,7,2,31,11/13/18,1,6.38,6.67,0.29,Quat2,3.7
480,FSL L4-0060,I,1/2b,Environment,Quat,Exponential,Minus,7,2,31,11/13/18,1,6.61,7.35,0.74,Quat2,3.7
481,FSL F2-0310,I,4b,Salmon,Quat,Exponential,Plus,7,2,31,11/27/18,15,6.36,8.71,2.35,Quat2,5.7
482,FSL L4-0396,II,1/2a,Environment,Quat,Exponential,Plus,7,2,31,11/27/18,15,6.53,8.42,1.89,Quat2,5.7
483,FSL N1-0061,I,4b,Environment,Quat,Exponential,Plus,7,2,31,11/27/18,15,6,8.59,2.59,Quat2,5.7
484,FSL F2-0237,II,1/2a,Salmon,Quat,Exponential,Plus,7,2,31,11/27/18,15,6.57,8.76,2.19,Quat2,5.7
485,FSL L3-0051,I,1/2b,Salmon,Quat,Exponential,Plus,7,2,31,11/27/18,15,6.38,8.27,1.89,Quat2,5.7
486,FSL L4-0060,I,1/2b,Environment,Quat,Exponential,Plus,7,2,31,11/27/18,15,6.61,8.43,1.82,Quat2,5.7
487,FSL F2-0310,I,4b,Salmon,Quat,Exponential,Minus,7,2,31,11/27/18,15,6.36,9.22,2.86,Quat2,6.7
488,FSL L4-0396,II,1/2a,Environment,Quat,Exponential,Minus,7,2,31,11/27/18,15,6.53,9.22,2.69,Quat2,6.7
489,FSL N1-0061,I,4b,Environment,Quat,Exponential,Minus,7,2,31,11/27/18,15,6,9.15,3.15,Quat2,7.18
490,FSL F2-0237,II,1/2a,Salmon,Quat,Exponential,Minus,7,2,31,11/27/18,15,6.57,9.19,2.62,Quat2,6.7
491,FSL L3-0051,I,1/2b,Salmon,Quat,Exponential,Minus,7,2,31,11/27/18,15,6.38,9.23,2.85,Quat2,6.7
492,FSL L4-0060,I,1/2b,Environment,Quat,Exponential,Minus,7,2,31,11/27/18,15,6.61,9.17,2.56,Quat2,6.7
493,FSL F2-0310,I,4b,Salmon,Quat,Exponential,Plus,7,2,31,12/12/18,30,6.36,8.68,2.32,Quat2,6.7
494,FSL L4-0396,II,1/2a,Environment,Quat,Exponential,Plus,7,2,31,12/12/18,30,6.53,8.66,2.13,Quat2,6.7
495,FSL N1-0061,I,4b,Environment,Quat,Exponential,Plus,7,2,31,12/12/18,30,6,8.39,2.39,Quat2,6.7
496,FSL F2-0237,II,1/2a,Salmon,Quat,Exponential,Plus,7,2,31,12/12/18,30,6.57,8.51,1.94,Quat2,6.7
497,FSL L3-0051,I,1/2b,Salmon,Quat,Exponential,Plus,7,2,31,12/12/18,30,6.38,8.28,1.9,Quat2,6.7
498,FSL L4-0060,I,1/2b,Environment,Quat,Exponential,Plus,7,2,31,12/12/18,30,6.61,8.91,2.3,Quat2,6.7
499,FSL F2-0310,I,4b,Salmon,Quat,Exponential,Minus,7,2,31,12/12/18,30,6.36,9.2,2.84,Quat2,7.4
500,FSL L4-0396,II,1/2a,Environment,Quat,Exponential,Minus,7,2,31,12/12/18,30,6.53,9.16,2.63,Quat2,6.88
501,FSL N1-0061,I,4b,Environment,Quat,Exponential,Minus,7,2,31,12/12/18,30,6,9.29,3.29,Quat2,6.7
502,FSL F2-0237,II,1/2a,Salmon,Quat,Exponential,Minus,7,2,31,12/12/18,30,6.57,9.27,2.7,Quat2,6.7
503,FSL L3-0051,I,1/2b,Salmon,Quat,Exponential,Minus,7,2,31,12/12/18,30,6.38,9,2.62,Quat2,6.7
504,FSL L4-0060,I,1/2b,Environment,Quat,Exponential,Minus,7,2,31,12/12/18,30,6.61,9.23,2.62,Quat2,6.7
505,FSL F2-0310,I,4b,Salmon,Quat,Exponential,Plus,7,3,67,12/19/18,1,6.43,5.24,-1.19,Quat3,2.7
506,FSL L4-0396,II,1/2a,Environment,Quat,Exponential,Plus,7,3,67,12/19/18,1,6.39,5.86,-0.53,Quat3,2.7
507,FSL N1-0061,I,4b,Environment,Quat,Exponential,Plus,7,3,67,12/19/18,1,5.89,5.47,-0.42,Quat3,2.7
508,FSL F2-0237,II,1/2a,Salmon,Quat,Exponential,Plus,7,3,67,12/19/18,1,5.91,5.49,-0.42,Quat3,2.7
509,FSL L3-0051,I,1/2b,Salmon,Quat,Exponential,Plus,7,3,67,12/19/18,1,5.37,5,-0.37,Quat3,2.7
510,FSL L4-0060,I,1/2b,Environment,Quat,Exponential,Plus,7,3,67,12/19/18,1,5.32,5.35,0.03,Quat3,2.7
511,FSL F2-0310,I,4b,Salmon,Quat,Exponential,Minus,7,3,67,12/19/18,1,6.43,6.47,0.04,Quat3,4.7
512,FSL L4-0396,II,1/2a,Environment,Quat,Exponential,Minus,7,3,67,12/19/18,1,6.39,6.6,0.21,Quat3,4.7
513,FSL N1-0061,I,4b,Environment,Quat,Exponential,Minus,7,3,67,12/19/18,1,5.89,5.98,0.09,Quat3,4.7
514,FSL F2-0237,II,1/2a,Salmon,Quat,Exponential,Minus,7,3,67,12/19/18,1,5.91,6.76,0.85,Quat3,4.7
515,FSL L3-0051,I,1/2b,Salmon,Quat,Exponential,Minus,7,3,67,12/19/18,1,5.37,6.01,0.64,Quat3,4.7
516,FSL L4-0060,I,1/2b,Environment,Quat,Exponential,Minus,7,3,67,12/19/18,1,5.32,6.66,1.34,Quat3,4.7
517,FSL F2-0310,I,4b,Salmon,Quat,Exponential,Plus,7,3,67,1/2/19,15,6.43,5.88,-0.55,Quat3,5.7
518,FSL L4-0396,II,1/2a,Environment,Quat,Exponential,Plus,7,3,67,1/2/19,15,6.39,7.1,0.71,Quat3,5.7
519,FSL N1-0061,I,4b,Environment,Quat,Exponential,Plus,7,3,67,1/2/19,15,5.89,7.31,1.42,Quat3,5.7
520,FSL F2-0237,II,1/2a,Salmon,Quat,Exponential,Plus,7,3,67,1/2/19,15,5.91,7.51,1.6,Quat3,6.18
521,FSL L3-0051,I,1/2b,Salmon,Quat,Exponential,Plus,7,3,67,1/2/19,15,5.37,7.27,1.9,Quat3,5.7
522,FSL L4-0060,I,1/2b,Environment,Quat,Exponential,Plus,7,3,67,1/2/19,15,5.32,7.73,2.41,Quat3,6.18
523,FSL F2-0310,I,4b,Salmon,Quat,Exponential,Minus,7,3,67,1/2/19,15,6.43,8.64,2.21,Quat3,6
524,FSL L4-0396,II,1/2a,Environment,Quat,Exponential,Minus,7,3,67,1/2/19,15,6.39,8.93,2.54,Quat3,5.88
525,FSL N1-0061,I,4b,Environment,Quat,Exponential,Minus,7,3,67,1/2/19,15,5.89,8.97,3.08,Quat3,5.88
526,FSL F2-0237,II,1/2a,Salmon,Quat,Exponential,Minus,7,3,67,1/2/19,15,5.91,8.51,2.6,Quat3,7.44
527,FSL L3-0051,I,1/2b,Salmon,Quat,Exponential,Minus,7,3,67,1/2/19,15,5.37,9.09,3.72,Quat3,7.7
528,FSL L4-0060,I,1/2b,Environment,Quat,Exponential,Minus,7,3,67,1/2/19,15,5.32,9.09,3.77,Quat3,6
529,FSL F2-0310,I,4b,Salmon,Quat,Exponential,Plus,7,3,67,1/17/19,30,6.43,8.35,2.48,Quat3,6.24
530,FSL L4-0396,II,1/2a,Environment,Quat,Exponential,Plus,7,3,67,1/17/19,30,6.39,8.76,1.66,Quat3,6.18
531,FSL N1-0061,I,4b,Environment,Quat,Exponential,Plus,7,3,67,1/17/19,30,5.89,8.19,0.88,Quat3,6.93
532,FSL F2-0237,II,1/2a,Salmon,Quat,Exponential,Plus,7,3,67,1/17/19,30,5.91,7.96,0.45,Quat3,6
533,FSL L3-0051,I,1/2b,Salmon,Quat,Exponential,Plus,7,3,67,1/17/19,30,5.37,7.7,0.43,Quat3,6.54
534,FSL L4-0060,I,1/2b,Environment,Quat,Exponential,Plus,7,3,67,1/17/19,30,5.32,8.57,0.84,Quat3,6.76
535,FSL F2-0310,I,4b,Salmon,Quat,Exponential,Minus,7,3,67,1/17/19,30,6.43,9,0.36,Quat3,6.7
536,FSL L4-0396,II,1/2a,Environment,Quat,Exponential,Minus,7,3,67,1/17/19,30,6.39,8.89,-0.04,Quat3,6.7
537,FSL N1-0061,I,4b,Environment,Quat,Exponential,Minus,7,3,67,1/17/19,30,5.89,8.76,-0.21,Quat3,7.44
538,FSL F2-0237,II,1/2a,Salmon,Quat,Exponential,Minus,7,3,67,1/17/19,30,5.91,9.2,0.69,Quat3,7.6
539,FSL L3-0051,I,1/2b,Salmon,Quat,Exponential,Minus,7,3,67,1/17/19,30,5.37,8.58,-0.51,Quat3,7.54
540,FSL L4-0060,I,1/2b,Environment,Quat,Exponential,Minus,7,3,67,1/17/19,30,5.32,9.03,-0.06,Quat3,7.1
541,FSL F2-0310,I,4b,Salmon,Quat,Exponential,Plus,7,4,98,2/19/19,1,5.66,5.21,-0.45,Quat4,2.7
542,FSL L4-0396,II,1/2a,Environment,Quat,Exponential,Plus,7,4,98,2/19/19,1,5.83,5.12,-0.71,Quat4,2.7
543,FSL N1-0061,I,4b,Environment,Quat,Exponential,Plus,7,4,98,2/19/19,1,5.74,4.43,-1.31,Quat4,2.7
544,FSL F2-0237,II,1/2a,Salmon,Quat,Exponential,Plus,7,4,98,2/19/19,1,5.39,4.8,-0.59,Quat4,2.7
545,FSL L3-0051,I,1/2b,Salmon,Quat,Exponential,Plus,7,4,98,2/19/19,1,5.31,4.13,-1.18,Quat4,2.7
546,FSL L4-0060,I,1/2b,Environment,Quat,Exponential,Plus,7,4,98,2/19/19,1,5.76,4.47,-1.29,Quat4,2.7
547,FSL F2-0310,I,4b,Salmon,Quat,Exponential,Minus,7,4,98,2/19/19,1,5.66,6.11,0.46,Quat4,3.7
548,FSL L4-0396,II,1/2a,Environment,Quat,Exponential,Minus,7,4,98,2/19/19,1,5.83,6.16,0.33,Quat4,3.7
549,FSL N1-0061,I,4b,Environment,Quat,Exponential,Minus,7,4,98,2/19/19,1,5.74,5.66,-0.08,Quat4,3.7
550,FSL F2-0237,II,1/2a,Salmon,Quat,Exponential,Minus,7,4,98,2/19/19,1,5.39,6.24,0.85,Quat4,3.7
551,FSL L3-0051,I,1/2b,Salmon,Quat,Exponential,Minus,7,4,98,2/19/19,1,5.31,5.37,0.06,Quat4,3.7
552,FSL L4-0060,I,1/2b,Environment,Quat,Exponential,Minus,7,4,98,2/19/19,1,5.76,6.35,0.58,Quat4,3.7
553,FSL F2-0310,I,4b,Salmon,Quat,Exponential,Plus,7,4,98,3/5/19,15,5.66,8.26,3.05,Quat4,6.67
554,FSL L4-0396,II,1/2a,Environment,Quat,Exponential,Plus,7,4,98,3/5/19,15,5.83,8.14,3.02,Quat4,4.7
555,FSL N1-0061,I,4b,Environment,Quat,Exponential,Plus,7,4,98,3/5/19,15,5.74,6.55,2.12,Quat4,6.22
556,FSL F2-0237,II,1/2a,Salmon,Quat,Exponential,Plus,7,4,98,3/5/19,15,5.39,8.36,3.56,Quat4,6.93
557,FSL L3-0051,I,1/2b,Salmon,Quat,Exponential,Plus,7,4,98,3/5/19,15,5.31,6.7,2.57,Quat4,6.19
558,FSL L4-0060,I,1/2b,Environment,Quat,Exponential,Plus,7,4,98,3/5/19,15,5.76,8.58,4.11,Quat4,5.18
559,FSL F2-0310,I,4b,Salmon,Quat,Exponential,Minus,7,4,98,3/5/19,15,5.66,8.54,2.43,Quat4,6.35
560,FSL L4-0396,II,1/2a,Environment,Quat,Exponential,Minus,7,4,98,3/5/19,15,5.83,8.74,2.58,Quat4,6
561,FSL N1-0061,I,4b,Environment,Quat,Exponential,Minus,7,4,98,3/5/19,15,5.74,9.15,3.49,Quat4,5.88
562,FSL F2-0237,II,1/2a,Salmon,Quat,Exponential,Minus,7,4,98,3/5/19,15,5.39,8.91,2.67,Quat4,5.88
563,FSL L3-0051,I,1/2b,Salmon,Quat,Exponential,Minus,7,4,98,3/5/19,15,5.31,8.63,3.26,Quat4,6.3
564,FSL L4-0060,I,1/2b,Environment,Quat,Exponential,Minus,7,4,98,3/5/19,15,5.76,9.3,2.95,Quat4,6
565,FSL F2-0310,I,4b,Salmon,Quat,Exponential,Plus,7,4,98,3/20/19,30,5.66,8.64,0.38,Quat4,6.3
566,FSL L4-0396,II,1/2a,Environment,Quat,Exponential,Plus,7,4,98,3/20/19,30,5.83,8.36,0.22,Quat4,6.81
567,FSL N1-0061,I,4b,Environment,Quat,Exponential,Plus,7,4,98,3/20/19,30,5.74,8.78,2.23,Quat4,7.23
568,FSL F2-0237,II,1/2a,Salmon,Quat,Exponential,Plus,7,4,98,3/20/19,30,5.39,8.45,0.09,Quat4,6.4
569,FSL L3-0051,I,1/2b,Salmon,Quat,Exponential,Plus,7,4,98,3/20/19,30,5.31,8.28,1.58,Quat4,7.42
570,FSL L4-0060,I,1/2b,Environment,Quat,Exponential,Plus,7,4,98,3/20/19,30,5.76,8.2,-0.38,Quat4,6.8
571,FSL F2-0310,I,4b,Salmon,Quat,Exponential,Minus,7,4,98,3/20/19,30,5.66,9.05,0.51,Quat4,6.7
572,FSL L4-0396,II,1/2a,Environment,Quat,Exponential,Minus,7,4,98,3/20/19,30,5.83,8.96,0.22,Quat4,6.7
573,FSL N1-0061,I,4b,Environment,Quat,Exponential,Minus,7,4,98,3/20/19,30,5.74,8.81,-0.35,Quat4,6.88
574,FSL F2-0237,II,1/2a,Salmon,Quat,Exponential,Minus,7,4,98,3/20/19,30,5.39,8.89,-0.02,Quat4,6.7
575,FSL L3-0051,I,1/2b,Salmon,Quat,Exponential,Minus,7,4,98,3/20/19,30,5.31,9.2,0.57,Quat4,6.7
576,FSL L4-0060,I,1/2b,Environment,Quat,Exponential,Minus,7,4,98,3/20/19,30,5.76,8.87,-0.43,Quat4,6.7